t_ms,magnitude,coherence,score,fraction,peak_2s,gesture
1787845826331,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826414,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826496,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826580,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826663,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826748,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826830,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826920,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845826997,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827080,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827164,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827246,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827330,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827379,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827457,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827539,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827622,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827704,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827788,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827873,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845827956,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828039,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828122,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828206,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828289,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828373,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828456,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828539,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828622,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828705,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828789,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828873,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845828954,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829038,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829122,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829207,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829288,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829373,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829456,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829541,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829623,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829705,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829788,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829872,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845829955,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830040,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830121,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830204,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830289,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830371,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830458,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830538,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830590,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830663,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830746,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830829,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830913,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845830998,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831047,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831121,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831206,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831288,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831372,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831456,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831539,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831623,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831671,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831746,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831829,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831912,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845831996,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832080,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832163,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832246,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832330,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832414,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832496,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832580,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832664,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832746,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832830,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832914,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845832997,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833079,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833163,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833212,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833289,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833372,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833456,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833539,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833619,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833669,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833746,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833830,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833913,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845833996,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834080,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834162,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834247,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834329,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834413,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834496,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834580,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834663,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834744,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834830,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834913,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845834996,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835079,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835159,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835246,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835330,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835413,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835509,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835580,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835663,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835746,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835833,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835914,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845835996,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836080,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836163,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836245,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836292,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836371,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836454,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836537,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836621,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836703,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836786,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836871,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845836954,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837037,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837120,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837204,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837288,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837371,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837454,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837537,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837621,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837707,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837788,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837870,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845837953,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838037,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838120,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838204,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838288,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838371,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838454,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838537,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838619,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838704,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838787,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838869,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845838953,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839039,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839120,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839204,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839287,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839370,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839454,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839503,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839576,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839662,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839745,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839830,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839912,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845839961,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840036,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840120,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840202,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840287,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840369,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840453,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840512,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840579,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840662,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840748,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840829,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840911,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845840995,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841078,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841161,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841246,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841330,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841412,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841496,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841580,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841663,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841746,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841830,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841910,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845841995,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842079,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842162,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842244,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842329,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842411,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842495,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842582,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842661,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842745,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842828,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842911,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845842995,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845843080,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845843162,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845843244,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845843328,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845843411,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845843495,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844141,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844247,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844328,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844411,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844496,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844578,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844661,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844746,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844829,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844912,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845844995,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845080,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845162,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845246,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845328,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845412,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845495,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845578,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845662,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845745,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845796,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845870,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845845953,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846037,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846119,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846209,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846286,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846369,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846454,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846537,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846620,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846703,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846786,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846870,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845846952,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847035,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847121,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847201,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847285,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847369,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847453,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847537,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847619,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847703,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847786,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847870,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845847953,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848037,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848120,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848201,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848286,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848369,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848417,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848495,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848578,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848664,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848744,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848827,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848874,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845848957,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849035,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849118,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849202,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849284,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849368,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849451,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849535,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849621,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849703,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849787,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849869,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845849955,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850035,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850119,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850202,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850285,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850369,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850451,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850536,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850619,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850702,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850785,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850868,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845850953,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851037,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851119,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851201,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851284,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851367,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851451,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851536,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851618,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851702,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851785,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851868,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845851952,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852036,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852086,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852160,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852245,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852328,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852411,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852494,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852542,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852619,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852702,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852786,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852868,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845852952,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853035,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853119,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853203,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853285,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853369,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853453,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853535,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853618,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853701,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853787,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853868,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845853951,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854036,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854118,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854201,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854285,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854368,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854451,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854536,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854618,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854708,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854785,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854868,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845854954,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855034,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855117,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855166,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855244,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855327,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855411,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855512,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855576,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855660,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855743,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855827,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855910,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845855994,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856078,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856161,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856243,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856327,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856411,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856497,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856577,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856660,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856744,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856826,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856912,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845856994,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857075,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857164,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857244,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857329,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857409,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857492,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857578,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857659,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857743,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857827,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857909,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845857993,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858077,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858159,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858243,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858326,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858378,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858450,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858535,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858620,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858701,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858784,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858868,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845858950,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859033,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859118,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859200,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859284,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859366,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859449,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859537,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859620,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859700,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859783,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859868,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845859952,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860034,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860117,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860201,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860285,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860367,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860451,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860532,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860617,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860700,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860785,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860867,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860951,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845860999,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845861076,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845861161,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845861244,0.0000,0.0000,0.0000,0.0000,0.0000,default
1787845861325,0.0000,0.0000,0.0000,0.0000,0.0000,default
